dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1869-05-01,32.923,1.578,Ahmadabad,India,23.31N,72.52E
1869-06-01,31.791,1.525,Ahmadabad,India,23.31N,72.52E
1869-07-01,28.887,1.518,Ahmadabad,India,23.31N,72.52E
1869-08-01,27.343,1.462,Ahmadabad,India,23.31N,72.52E
1869-09-01,28.05,1.403,Ahmadabad,India,23.31N,72.52E
1869-10-01,27.113,1.61,Ahmadabad,India,23.31N,72.52E
1869-11-01,24.044,1.658,Ahmadabad,India,23.31N,72.52E
1869-12-01,19.677,1.722,Ahmadabad,India,23.31N,72.52E
1870-01-01,19.2,1.607,Ahmadabad,India,23.31N,72.52E
1870-02-01,21.065,1.834,Ahmadabad,India,23.31N,72.52E
1870-03-01,25.963,1.78,Ahmadabad,India,23.31N,72.52E
1870-04-01,30.524,1.714,Ahmadabad,India,23.31N,72.52E
1870-05-01,33.265,1.387,Ahmadabad,India,23.31N,72.52E
1870-06-01,31.694,1.513,Ahmadabad,India,23.31N,72.52E
1870-07-01,28.424,1.455,Ahmadabad,India,23.31N,72.52E
1870-08-01,26.728,1.259,Ahmadabad,India,23.31N,72.52E
1870-09-01,27.601,1.284,Ahmadabad,India,23.31N,72.52E
1870-10-01,26.864,1.593,Ahmadabad,India,23.31N,72.52E
1870-11-01,23.847,1.835,Ahmadabad,India,23.31N,72.52E
1870-12-01,19.388,1.499,Ahmadabad,India,23.31N,72.52E
1871-01-01,18.618,1.719,Ahmadabad,India,23.31N,72.52E
1871-02-01,20.988,1.931,Ahmadabad,India,23.31N,72.52E
1871-03-01,26.033,1.928,Ahmadabad,India,23.31N,72.52E
1871-04-01,30.723,1.589,Ahmadabad,India,23.31N,72.52E
1871-05-01,32.499,1.425,Ahmadabad,India,23.31N,72.52E
1871-06-01,31.449,1.445,Ahmadabad,India,23.31N,72.52E
1871-07-01,28.431,1.387,Ahmadabad,India,23.31N,72.52E
1871-08-01,27.356,1.208,Ahmadabad,India,23.31N,72.52E
1871-09-01,27.671,1.278,Ahmadabad,India,23.31N,72.52E
1871-10-01,27.188,1.471,Ahmadabad,India,23.31N,72.52E
1871-11-01,23.489,1.6,Ahmadabad,India,23.31N,72.52E
1871-12-01,20.001,1.493,Ahmadabad,India,23.31N,72.52E
1872-01-01,18.922,1.872,Ahmadabad,India,23.31N,72.52E
1872-02-01,21.173,1.757,Ahmadabad,India,23.31N,72.52E
1872-03-01,26.367,1.744,Ahmadabad,India,23.31N,72.52E
1872-04-01,30.379,1.761,Ahmadabad,India,23.31N,72.52E
1872-05-01,32.792,1.339,Ahmadabad,India,23.31N,72.52E
1872-06-01,31.324,1.381,Ahmadabad,India,23.31N,72.52E
1872-07-01,28.407,1.456,Ahmadabad,India,23.31N,72.52E
1872-08-01,27.04,1.495,Ahmadabad,India,23.31N,72.52E
1872-09-01,27.652,1.254,Ahmadabad,India,23.31N,72.52E
1872-10-01,27.235,1.479,Ahmadabad,India,23.31N,72.52E
1872-11-01,23.61,1.543,Ahmadabad,India,23.31N,72.52E
1872-12-01,19.765,1.811,Ahmadabad,India,23.31N,72.52E
1873-01-01,18.871,1.693,Ahmadabad,India,23.31N,72.52E
1873-02-01,21.845,1.681,Ahmadabad,India,23.31N,72.52E
1873-03-01,25.906,1.754,Ahmadabad,India,23.31N,72.52E
1873-04-01,30.23,1.688,Ahmadabad,India,23.31N,72.52E
1873-05-01,32.929,1.339,Ahmadabad,India,23.31N,72.52E
1873-06-01,31.501,1.392,Ahmadabad,India,23.31N,72.52E
1873-07-01,28.516,1.527,Ahmadabad,India,23.31N,72.52E
1873-08-01,27.254,1.21,Ahmadabad,India,23.31N,72.52E
1873-09-01,27.456,1.386,Ahmadabad,India,23.31N,72.52E
1873-10-01,27.292,1.526,Ahmadabad,India,23.31N,72.52E
1873-11-01,23.803,1.524,Ahmadabad,India,23.31N,72.52E
1873-12-01,20.44,1.49,Ahmadabad,India,23.31N,72.52E
1874-01-01,19.143,1.637,Ahmadabad,India,23.31N,72.52E
1874-02-01,21.695,1.624,Ahmadabad,India,23.31N,72.52E
1874-03-01,25.37,1.796,Ahmadabad,India,23.31N,72.52E
1874-04-01,30.694,1.561,Ahmadabad,India,23.31N,72.52E
1874-05-01,32.814,1.38,Ahmadabad,India,23.31N,72.52E
1874-06-01,31.361,1.483,Ahmadabad,India,23.31N,72.52E
1874-07-01,28.431,1.391,Ahmadabad,India,23.31N,72.52E
1874-08-01,27.323,1.251,Ahmadabad,India,23.31N,72.52E
1874-09-01,27.553,1.322,Ahmadabad,India,23.31N,72.52E
1874-10-01,27.547,1.556,Ahmadabad,India,23.31N,72.52E
1874-11-01,24.311,1.588,Ahmadabad,India,23.31N,72.52E
1874-12-01,20.064,1.527,Ahmadabad,India,23.31N,72.52E
1875-01-01,19.073,0.985,Ahmadabad,India,23.31N,72.52E
1875-02-01,21.242,1.141,Ahmadabad,India,23.31N,72.52E
1875-03-01,28.74,1.496,Ahmadabad,India,23.31N,72.52E
1875-04-01,31.588,0.826,Ahmadabad,India,23.31N,72.52E
1875-05-01,33.562,1.254,Ahmadabad,India,23.31N,72.52E
1875-06-01,32.141,0.895,Ahmadabad,India,23.31N,72.52E
1875-07-01,27.828,1.384,Ahmadabad,India,23.31N,72.52E
1875-08-01,27.01,0.662,Ahmadabad,India,23.31N,72.52E
1875-09-01,27.271,0.621,Ahmadabad,India,23.31N,72.52E
1875-10-01,25.218,1.161,Ahmadabad,India,23.31N,72.52E
1875-11-01,23.703,0.832,Ahmadabad,India,23.31N,72.52E
1875-12-01,20.733,0.832,Ahmadabad,India,23.31N,72.52E
1876-01-01,20.08,1.778,Ahmadabad,India,23.31N,72.52E
1876-02-01,22.074,1.101,Ahmadabad,India,23.31N,72.52E
1876-03-01,26.587,1.609,Ahmadabad,India,23.31N,72.52E
1876-04-01,30.739,1.067,Ahmadabad,India,23.31N,72.52E
1876-05-01,33.436,0.943,Ahmadabad,India,23.31N,72.52E
1876-06-01,31.983,0.781,Ahmadabad,India,23.31N,72.52E
1876-07-01,27.992,0.772,Ahmadabad,India,23.31N,72.52E
1876-08-01,26.607,0.893,Ahmadabad,India,23.31N,72.52E
1876-09-01,26.572,0.902,Ahmadabad,India,23.31N,72.52E
1876-10-01,26.392,1.229,Ahmadabad,India,23.31N,72.52E
1876-11-01,23.753,2.169,Ahmadabad,India,23.31N,72.52E
1876-12-01,20.863,0.99,Ahmadabad,India,23.31N,72.52E
1877-01-01,19.424,1.703,Ahmadabad,India,23.31N,72.52E
1877-02-01,20.39,1.95,Ahmadabad,India,23.31N,72.52E
1877-03-01,26.37,0.501,Ahmadabad,India,23.31N,72.52E
1877-04-01,29.405,0.946,Ahmadabad,India,23.31N,72.52E
1877-05-01,31.735,0.601,Ahmadabad,India,23.31N,72.52E
1877-06-01,32.168,1.895,Ahmadabad,India,23.31N,72.52E
1877-07-01,29.428,1.154,Ahmadabad,India,23.31N,72.52E
1877-08-01,29.054,0.87,Ahmadabad,India,23.31N,72.52E
1877-09-01,28.68,0.646,Ahmadabad,India,23.31N,72.52E
1877-10-01,26.424,1.581,Ahmadabad,India,23.31N,72.52E
1877-11-01,25.599,0.967,Ahmadabad,India,23.31N,72.52E
1877-12-01,21.252,2.098,Ahmadabad,India,23.31N,72.52E
1878-01-01,18.303,1.717,Ahmadabad,India,23.31N,72.52E
1878-02-01,22.913,0.842,Ahmadabad,India,23.31N,72.52E
1878-03-01,27.875,0.653,Ahmadabad,India,23.31N,72.52E
1878-04-01,30.059,0.926,Ahmadabad,India,23.31N,72.52E
1878-05-01,32.289,0.642,Ahmadabad,India,23.31N,72.52E
1878-06-01,32.448,1.185,Ahmadabad,India,23.31N,72.52E
1878-07-01,29.299,0.657,Ahmadabad,India,23.31N,72.52E
1878-08-01,27.676,0.674,Ahmadabad,India,23.31N,72.52E
1878-09-01,28.698,0.545,Ahmadabad,India,23.31N,72.52E
1878-10-01,28.481,0.44,Ahmadabad,India,23.31N,72.52E
1878-11-01,23.779,0.773,Ahmadabad,India,23.31N,72.52E
1878-12-01,19.01,1.173,Ahmadabad,India,23.31N,72.52E
1879-01-01,19.788,0.423,Ahmadabad,India,23.31N,72.52E
1879-02-01,22.206,0.854,Ahmadabad,India,23.31N,72.52E
1879-03-01,25.917,1.403,Ahmadabad,India,23.31N,72.52E
1879-04-01,31.075,2.077,Ahmadabad,India,23.31N,72.52E
1879-05-01,33.17,0.873,Ahmadabad,India,23.31N,72.52E
1879-06-01,30.465,0.862,Ahmadabad,India,23.31N,72.52E
1879-07-01,28.799,1.105,Ahmadabad,India,23.31N,72.52E
1879-08-01,26.787,0.664,Ahmadabad,India,23.31N,72.52E
1879-09-01,27.042,0.646,Ahmadabad,India,23.31N,72.52E
1879-10-01,27.614,1.445,Ahmadabad,India,23.31N,72.52E
1879-11-01,21.938,0.474,Ahmadabad,India,23.31N,72.52E
1879-12-01,19.006,0.93,Ahmadabad,India,23.31N,72.52E
1880-01-01,20.696,0.836,Ahmadabad,India,23.31N,72.52E
1880-02-01,20.209,1.054,Ahmadabad,India,23.31N,72.52E
1880-03-01,29.254,0.907,Ahmadabad,India,23.31N,72.52E
1880-04-01,31.531,0.442,Ahmadabad,India,23.31N,72.52E
1880-05-01,32.435,0.701,Ahmadabad,India,23.31N,72.52E
1880-06-01,30.697,0.761,Ahmadabad,India,23.31N,72.52E
1880-07-01,28.019,0.542,Ahmadabad,India,23.31N,72.52E
1880-08-01,27.318,1.085,Ahmadabad,India,23.31N,72.52E
1880-09-01,27.477,0.772,Ahmadabad,India,23.31N,72.52E
1880-10-01,27.496,0.92,Ahmadabad,India,23.31N,72.52E
1880-11-01,23.011,2.074,Ahmadabad,India,23.31N,72.52E
1880-12-01,20.646,1.478,Ahmadabad,India,23.31N,72.52E
1881-01-01,19.883,0.57,Ahmadabad,India,23.31N,72.52E
1881-02-01,23.326,0.688,Ahmadabad,India,23.31N,72.52E
1881-03-01,25.651,0.875,Ahmadabad,India,23.31N,72.52E
1881-04-01,29.761,1.083,Ahmadabad,India,23.31N,72.52E
1881-05-01,33.418,0.428,Ahmadabad,India,23.31N,72.52E
1881-06-01,31.1,0.886,Ahmadabad,India,23.31N,72.52E
1881-07-01,27.95,0.58,Ahmadabad,India,23.31N,72.52E
1881-08-01,26.799,0.526,Ahmadabad,India,23.31N,72.52E
1881-09-01,27.338,0.57,Ahmadabad,India,23.31N,72.52E
1881-10-01,27.021,0.41,Ahmadabad,India,23.31N,72.52E
1881-11-01,23.063,0.642,Ahmadabad,India,23.31N,72.52E
1881-12-01,20.666,0.946,Ahmadabad,India,23.31N,72.52E
1882-01-01,20.593,0.878,Ahmadabad,India,23.31N,72.52E
1882-02-01,21.006,0.611,Ahmadabad,India,23.31N,72.52E
1882-03-01,26.801,0.504,Ahmadabad,India,23.31N,72.52E
1882-04-01,30.198,0.47,Ahmadabad,India,23.31N,72.52E
1882-05-01,32.161,0.729,Ahmadabad,India,23.31N,72.52E
1882-06-01,30.586,0.399,Ahmadabad,India,23.31N,72.52E
1882-07-01,27.474,0.908,Ahmadabad,India,23.31N,72.52E
1882-08-01,27.008,0.508,Ahmadabad,India,23.31N,72.52E
1882-09-01,27.767,0.665,Ahmadabad,India,23.31N,72.52E
1882-10-01,27.159,0.371,Ahmadabad,India,23.31N,72.52E
1882-11-01,22.658,0.96,Ahmadabad,India,23.31N,72.52E
1882-12-01,21.586,0.477,Ahmadabad,India,23.31N,72.52E
1883-01-01,19.62,0.375,Ahmadabad,India,23.31N,72.52E
1883-02-01,20.766,0.695,Ahmadabad,India,23.31N,72.52E
1883-03-01,25.319,0.637,Ahmadabad,India,23.31N,72.52E
1883-04-01,31.348,0.462,Ahmadabad,India,23.31N,72.52E
1883-05-01,32.236,0.631,Ahmadabad,India,23.31N,72.52E
1883-06-01,31.077,0.502,Ahmadabad,India,23.31N,72.52E
1883-07-01,27.791,0.748,Ahmadabad,India,23.31N,72.52E
1883-08-01,27.759,0.395,Ahmadabad,India,23.31N,72.52E
1883-09-01,27.046,0.269,Ahmadabad,India,23.31N,72.52E
1883-10-01,26.685,0.701,Ahmadabad,India,23.31N,72.52E
1883-11-01,22.06,0.521,Ahmadabad,India,23.31N,72.52E
1883-12-01,18.427,0.917,Ahmadabad,India,23.31N,72.52E
1884-01-01,18.942,0.48,Ahmadabad,India,23.31N,72.52E
1884-02-01,21.197,0.584,Ahmadabad,India,23.31N,72.52E
1884-03-01,26.69,0.648,Ahmadabad,India,23.31N,72.52E
1884-04-01,29.582,0.792,Ahmadabad,India,23.31N,72.52E
1884-05-01,32.727,0.574,Ahmadabad,India,23.31N,72.52E
1884-06-01,31.138,0.485,Ahmadabad,India,23.31N,72.52E
1884-07-01,28.123,0.867,Ahmadabad,India,23.31N,72.52E
1884-08-01,27.093,0.599,Ahmadabad,India,23.31N,72.52E
1884-09-01,26.927,0.532,Ahmadabad,India,23.31N,72.52E
1884-10-01,25.651,0.776,Ahmadabad,India,23.31N,72.52E
1884-11-01,22.077,0.353,Ahmadabad,India,23.31N,72.52E
1884-12-01,19.022,0.894,Ahmadabad,India,23.31N,72.52E
1885-01-01,19.004,0.91,Ahmadabad,India,23.31N,72.52E
1885-02-01,19.237,0.587,Ahmadabad,India,23.31N,72.52E
1885-03-01,26.386,0.566,Ahmadabad,India,23.31N,72.52E
1885-04-01,28.492,0.719,Ahmadabad,India,23.31N,72.52E
1885-05-01,30.92,0.866,Ahmadabad,India,23.31N,72.52E
1885-06-01,31.422,0.402,Ahmadabad,India,23.31N,72.52E
1885-07-01,28.759,0.527,Ahmadabad,India,23.31N,72.52E
1885-08-01,27.358,0.513,Ahmadabad,India,23.31N,72.52E
1885-09-01,27.878,0.623,Ahmadabad,India,23.31N,72.52E
1885-10-01,27.691,0.694,Ahmadabad,India,23.31N,72.52E
1885-11-01,24.508,0.656,Ahmadabad,India,23.31N,72.52E
1885-12-01,19.894,1.108,Ahmadabad,India,23.31N,72.52E
1886-01-01,18.911,0.628,Ahmadabad,India,23.31N,72.52E
1886-02-01,20.788,0.733,Ahmadabad,India,23.31N,72.52E
1886-03-01,26.02,0.793,Ahmadabad,India,23.31N,72.52E
1886-04-01,30.513,0.396,Ahmadabad,India,23.31N,72.52E
1886-05-01,33.606,0.646,Ahmadabad,India,23.31N,72.52E
1886-06-01,30.926,0.359,Ahmadabad,India,23.31N,72.52E
1886-07-01,27.818,0.588,Ahmadabad,India,23.31N,72.52E
1886-08-01,26.92,0.545,Ahmadabad,India,23.31N,72.52E
1886-09-01,27.605,0.929,Ahmadabad,India,23.31N,72.52E
1886-10-01,28.19,0.967,Ahmadabad,India,23.31N,72.52E
1886-11-01,24.517,0.686,Ahmadabad,India,23.31N,72.52E
1886-12-01,20.294,0.952,Ahmadabad,India,23.31N,72.52E
1887-01-01,18.903,1.202,Ahmadabad,India,23.31N,72.52E
1887-02-01,21.467,0.837,Ahmadabad,India,23.31N,72.52E
1887-03-01,26.463,0.852,Ahmadabad,India,23.31N,72.52E
1887-04-01,30.746,0.518,Ahmadabad,India,23.31N,72.52E
1887-05-01,32.848,0.563,Ahmadabad,India,23.31N,72.52E
1887-06-01,30.597,0.556,Ahmadabad,India,23.31N,72.52E
1887-07-01,27.291,0.518,Ahmadabad,India,23.31N,72.52E
1887-08-01,26.415,0.447,Ahmadabad,India,23.31N,72.52E
1887-09-01,27.279,0.618,Ahmadabad,India,23.31N,72.52E
1887-10-01,26.94,0.524,Ahmadabad,India,23.31N,72.52E
1887-11-01,23.722,0.896,Ahmadabad,India,23.31N,72.52E
1887-12-01,20.079,1.014,Ahmadabad,India,23.31N,72.52E
1888-01-01,17.806,1.214,Ahmadabad,India,23.31N,72.52E
1888-02-01,20.995,1.46,Ahmadabad,India,23.31N,72.52E
1888-03-01,27.298,1.401,Ahmadabad,India,23.31N,72.52E
1888-04-01,30.546,1.394,Ahmadabad,India,23.31N,72.52E
1888-05-01,32.265,0.432,Ahmadabad,India,23.31N,72.52E
1888-06-01,31.506,0.879,Ahmadabad,India,23.31N,72.52E
1888-07-01,28.126,0.542,Ahmadabad,India,23.31N,72.52E
1888-08-01,26.474,0.448,Ahmadabad,India,23.31N,72.52E
1888-09-01,27.778,0.585,Ahmadabad,India,23.31N,72.52E
1888-10-01,27.15,0.872,Ahmadabad,India,23.31N,72.52E
1888-11-01,23.331,0.895,Ahmadabad,India,23.31N,72.52E
1888-12-01,20.266,0.841,Ahmadabad,India,23.31N,72.52E
1889-01-01,20.473,0.792,Ahmadabad,India,23.31N,72.52E
1889-02-01,21.946,0.785,Ahmadabad,India,23.31N,72.52E
1889-03-01,27.419,0.667,Ahmadabad,India,23.31N,72.52E
1889-04-01,30.903,0.882,Ahmadabad,India,23.31N,72.52E
1889-05-01,33.347,0.603,Ahmadabad,India,23.31N,72.52E
1889-06-01,31.437,0.477,Ahmadabad,India,23.31N,72.52E
1889-07-01,28.684,0.444,Ahmadabad,India,23.31N,72.52E
1889-08-01,27.276,0.371,Ahmadabad,India,23.31N,72.52E
1889-09-01,28.353,0.647,Ahmadabad,India,23.31N,72.52E
1889-10-01,25.867,0.349,Ahmadabad,India,23.31N,72.52E
1889-11-01,22.203,0.894,Ahmadabad,India,23.31N,72.52E
1889-12-01,20.353,1.126,Ahmadabad,India,23.31N,72.52E
1890-01-01,20.335,0.709,Ahmadabad,India,23.31N,72.52E
1890-02-01,23.015,1.021,Ahmadabad,India,23.31N,72.52E
1890-03-01,26.465,1.517,Ahmadabad,India,23.31N,72.52E
1890-04-01,31.003,0.835,Ahmadabad,India,23.31N,72.52E
1890-05-01,32.821,0.801,Ahmadabad,India,23.31N,72.52E
1890-06-01,30.831,0.405,Ahmadabad,India,23.31N,72.52E
1890-07-01,27.43,0.375,Ahmadabad,India,23.31N,72.52E
1890-08-01,26.202,0.591,Ahmadabad,India,23.31N,72.52E
1890-09-01,27.488,0.79,Ahmadabad,India,23.31N,72.52E
1890-10-01,26.878,0.385,Ahmadabad,India,23.31N,72.52E
1890-11-01,24.16,1.124,Ahmadabad,India,23.31N,72.52E
1890-12-01,20.321,0.561,Ahmadabad,India,23.31N,72.52E
1891-01-01,19.137,0.748,Ahmadabad,India,23.31N,72.52E
1891-02-01,20.187,0.681,Ahmadabad,India,23.31N,72.52E
1891-03-01,24.348,0.479,Ahmadabad,India,23.31N,72.52E
1891-04-01,30.324,0.428,Ahmadabad,India,23.31N,72.52E
1891-05-01,32.555,0.39,Ahmadabad,India,23.31N,72.52E
1891-06-01,32.402,0.628,Ahmadabad,India,23.31N,72.52E
1891-07-01,29.235,0.48,Ahmadabad,India,23.31N,72.52E
1891-08-01,27.267,0.363,Ahmadabad,India,23.31N,72.52E
1891-09-01,28.092,0.451,Ahmadabad,India,23.31N,72.52E
1891-10-01,27.516,0.259,Ahmadabad,India,23.31N,72.52E
1891-11-01,23.993,0.576,Ahmadabad,India,23.31N,72.52E
1891-12-01,20.766,0.828,Ahmadabad,India,23.31N,72.52E
1892-01-01,20.605,0.566,Ahmadabad,India,23.31N,72.52E
1892-02-01,22.791,0.508,Ahmadabad,India,23.31N,72.52E
1892-03-01,28.083,0.939,Ahmadabad,India,23.31N,72.52E
1892-04-01,32.761,0.443,Ahmadabad,India,23.31N,72.52E
1892-05-01,32.874,0.674,Ahmadabad,India,23.31N,72.52E
1892-06-01,30.7,1.386,Ahmadabad,India,23.31N,72.52E
1892-07-01,28.828,0.344,Ahmadabad,India,23.31N,72.52E
1892-08-01,27.216,0.387,Ahmadabad,India,23.31N,72.52E
1892-09-01,27.145,0.464,Ahmadabad,India,23.31N,72.52E
1892-10-01,26.712,0.378,Ahmadabad,India,23.31N,72.52E
1892-11-01,22.693,0.505,Ahmadabad,India,23.31N,72.52E
1892-12-01,19.946,0.804,Ahmadabad,India,23.31N,72.52E
1893-01-01,18.005,0.544,Ahmadabad,India,23.31N,72.52E
1893-02-01,18.12,0.883,Ahmadabad,India,23.31N,72.52E
1893-03-01,24.727,0.508,Ahmadabad,India,23.31N,72.52E
1893-04-01,31.047,0.539,Ahmadabad,India,23.31N,72.52E
1893-05-01,31.743,0.75,Ahmadabad,India,23.31N,72.52E
1893-06-01,30.344,0.469,Ahmadabad,India,23.31N,72.52E
1893-07-01,27.176,0.402,Ahmadabad,India,23.31N,72.52E
1893-08-01,27.26,0.285,Ahmadabad,India,23.31N,72.52E
1893-09-01,26.741,0.736,Ahmadabad,India,23.31N,72.52E
1893-10-01,26.161,0.687,Ahmadabad,India,23.31N,72.52E
1893-11-01,23.332,0.789,Ahmadabad,India,23.31N,72.52E
1893-12-01,20.779,0.579,Ahmadabad,India,23.31N,72.52E
1894-01-01,19.393,0.764,Ahmadabad,India,23.31N,72.52E
1894-02-01,22.355,0.602,Ahmadabad,India,23.31N,72.52E
1894-03-01,26.218,0.749,Ahmadabad,India,23.31N,72.52E
1894-04-01,30.841,0.383,Ahmadabad,India,23.31N,72.52E
1894-05-01,32.506,0.436,Ahmadabad,India,23.31N,72.52E
1894-06-01,30.509,0.621,Ahmadabad,India,23.31N,72.52E
1894-07-01,27.097,0.337,Ahmadabad,India,23.31N,72.52E
1894-08-01,26.79,0.674,Ahmadabad,India,23.31N,72.52E
1894-09-01,27.595,0.37,Ahmadabad,India,23.31N,72.52E
1894-10-01,26.147,1.576,Ahmadabad,India,23.31N,72.52E
1894-11-01,23.029,0.831,Ahmadabad,India,23.31N,72.52E
1894-12-01,19.859,0.474,Ahmadabad,India,23.31N,72.52E
1895-01-01,18.499,0.716,Ahmadabad,India,23.31N,72.52E
1895-02-01,21.848,0.677,Ahmadabad,India,23.31N,72.52E
1895-03-01,26.259,0.458,Ahmadabad,India,23.31N,72.52E
1895-04-01,30.608,0.455,Ahmadabad,India,23.31N,72.52E
1895-05-01,33.364,0.549,Ahmadabad,India,23.31N,72.52E
1895-06-01,31.284,0.475,Ahmadabad,India,23.31N,72.52E
1895-07-01,28.958,0.691,Ahmadabad,India,23.31N,72.52E
1895-08-01,27.016,0.484,Ahmadabad,India,23.31N,72.52E
1895-09-01,27.586,0.668,Ahmadabad,India,23.31N,72.52E
1895-10-01,27.105,0.348,Ahmadabad,India,23.31N,72.52E
1895-11-01,25.195,0.341,Ahmadabad,India,23.31N,72.52E
1895-12-01,20.244,0.479,Ahmadabad,India,23.31N,72.52E
1896-01-01,20.447,0.712,Ahmadabad,India,23.31N,72.52E
1896-02-01,22.234,0.572,Ahmadabad,India,23.31N,72.52E
1896-03-01,27.381,0.536,Ahmadabad,India,23.31N,72.52E
1896-04-01,32.29,0.465,Ahmadabad,India,23.31N,72.52E
1896-05-01,33.598,0.414,Ahmadabad,India,23.31N,72.52E
1896-06-01,31.55,0.45,Ahmadabad,India,23.31N,72.52E
1896-07-01,28.576,0.33,Ahmadabad,India,23.31N,72.52E
1896-08-01,26.688,0.465,Ahmadabad,India,23.31N,72.52E
1896-09-01,27.538,0.822,Ahmadabad,India,23.31N,72.52E
1896-10-01,28.381,0.411,Ahmadabad,India,23.31N,72.52E
1896-11-01,24.755,0.702,Ahmadabad,India,23.31N,72.52E
1896-12-01,20.459,0.955,Ahmadabad,India,23.31N,72.52E
1897-01-01,18.958,0.766,Ahmadabad,India,23.31N,72.52E
1897-02-01,21.281,0.397,Ahmadabad,India,23.31N,72.52E
1897-03-01,25.548,0.688,Ahmadabad,India,23.31N,72.52E
1897-04-01,30.587,0.628,Ahmadabad,India,23.31N,72.52E
1897-05-01,33.863,0.454,Ahmadabad,India,23.31N,72.52E
1897-06-01,33.045,0.453,Ahmadabad,India,23.31N,72.52E
1897-07-01,29.459,0.256,Ahmadabad,India,23.31N,72.52E
1897-08-01,27.857,0.42,Ahmadabad,India,23.31N,72.52E
1897-09-01,28.029,0.311,Ahmadabad,India,23.31N,72.52E
1897-10-01,26.453,0.609,Ahmadabad,India,23.31N,72.52E
1897-11-01,23.422,0.624,Ahmadabad,India,23.31N,72.52E
1897-12-01,20.14,0.614,Ahmadabad,India,23.31N,72.52E
1898-01-01,20.857,1.265,Ahmadabad,India,23.31N,72.52E
1898-02-01,21.252,0.585,Ahmadabad,India,23.31N,72.52E
1898-03-01,26.659,0.526,Ahmadabad,India,23.31N,72.52E
1898-04-01,32.3,0.445,Ahmadabad,India,23.31N,72.52E
1898-05-01,33.03,0.502,Ahmadabad,India,23.31N,72.52E
1898-06-01,31.839,0.517,Ahmadabad,India,23.31N,72.52E
1898-07-01,28.535,0.386,Ahmadabad,India,23.31N,72.52E
1898-08-01,27.231,0.475,Ahmadabad,India,23.31N,72.52E
1898-09-01,27.623,0.542,Ahmadabad,India,23.31N,72.52E
1898-10-01,28.276,0.824,Ahmadabad,India,23.31N,72.52E
1898-11-01,25.131,0.604,Ahmadabad,India,23.31N,72.52E
1898-12-01,20.518,0.775,Ahmadabad,India,23.31N,72.52E
1899-01-01,17.602,0.771,Ahmadabad,India,23.31N,72.52E
1899-02-01,22.163,0.556,Ahmadabad,India,23.31N,72.52E
1899-03-01,27.417,0.475,Ahmadabad,India,23.31N,72.52E
1899-04-01,30.572,0.45,Ahmadabad,India,23.31N,72.52E
1899-05-01,32.764,0.661,Ahmadabad,India,23.31N,72.52E
1899-06-01,31.183,0.474,Ahmadabad,India,23.31N,72.52E
1899-07-01,28.578,0.481,Ahmadabad,India,23.31N,72.52E
1899-08-01,28.954,0.575,Ahmadabad,India,23.31N,72.52E
1899-09-01,28.959,0.916,Ahmadabad,India,23.31N,72.52E
1899-10-01,28.922,0.561,Ahmadabad,India,23.31N,72.52E
1899-11-01,25.151,0.297,Ahmadabad,India,23.31N,72.52E
1899-12-01,22.583,0.343,Ahmadabad,India,23.31N,72.52E
1900-01-01,18.814,0.685,Ahmadabad,India,23.31N,72.52E
1900-02-01,22.21,0.72,Ahmadabad,India,23.31N,72.52E
1900-03-01,27.79,0.66,Ahmadabad,India,23.31N,72.52E
1900-04-01,30.873,0.646,Ahmadabad,India,23.31N,72.52E
1900-05-01,32.646,0.557,Ahmadabad,India,23.31N,72.52E
1900-06-01,33.192,0.372,Ahmadabad,India,23.31N,72.52E
1900-07-01,30.168,0.7,Ahmadabad,India,23.31N,72.52E
1900-08-01,27.561,0.251,Ahmadabad,India,23.31N,72.52E
1900-09-01,27.384,0.37,Ahmadabad,India,23.31N,72.52E
1900-10-01,26.325,0.802,Ahmadabad,India,23.31N,72.52E
1900-11-01,24.997,0.38,Ahmadabad,India,23.31N,72.52E
1900-12-01,20.872,0.635,Ahmadabad,India,23.31N,72.52E
1901-01-01,18.203,0.334,Ahmadabad,India,23.31N,72.52E
1901-02-01,19.746,0.618,Ahmadabad,India,23.31N,72.52E
1901-03-01,27.243,0.638,Ahmadabad,India,23.31N,72.52E
1901-04-01,30.819,0.844,Ahmadabad,India,23.31N,72.52E
1901-05-01,33.3,0.295,Ahmadabad,India,23.31N,72.52E
1901-06-01,32.75,0.417,Ahmadabad,India,23.31N,72.52E
1901-07-01,29.667,0.399,Ahmadabad,India,23.31N,72.52E
1901-08-01,27.273,0.279,Ahmadabad,India,23.31N,72.52E
1901-09-01,28.227,0.469,Ahmadabad,India,23.31N,72.52E
1901-10-01,28.424,0.352,Ahmadabad,India,23.31N,72.52E
1901-11-01,24.855,0.432,Ahmadabad,India,23.31N,72.52E
1901-12-01,21.471,0.646,Ahmadabad,India,23.31N,72.52E
1902-01-01,20.917,0.923,Ahmadabad,India,23.31N,72.52E
1902-02-01,22.788,0.63,Ahmadabad,India,23.31N,72.52E
1902-03-01,28.76,0.466,Ahmadabad,India,23.31N,72.52E
1902-04-01,31.763,0.261,Ahmadabad,India,23.31N,72.52E
1902-05-01,33.309,0.495,Ahmadabad,India,23.31N,72.52E
1902-06-01,31.796,0.453,Ahmadabad,India,23.31N,72.52E
